LIMIT_BAL,AGE,SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,UTIL_RATIO,PAY_RATIO,AVG_BILL,AVG_PAY,MAX_DELAY,SCORE,DEFAULT,RISK_BAND,SECTOR,REGION,GST_COMPLIANT,GDP_GROWTH,REPO_RATE,UNEMPLOYMENT,EAD
240000,29,1,2,2,0,0,0,0,0,0,0.3768317632009866,0.038699262502626,95466.33333333331,3516.6666666666665,0,481.0,0,Low Risk,Manufacturing,South,0,6.5,6.5,7.8,240000
260000,39,2,1,2,0,0,0,0,0,0,0.414617636086015,0.278788890744142,94643.0,18045.166666666668,0,479.0,0,Low Risk,Agri & Allied,North,0,6.5,6.5,7.8,260000
90000,29,2,1,2,1,2,0,0,0,0,0.1041099543338407,0.0,10066.666666666666,610.0,2,335.0,1,High Risk,Agri & Allied,North,1,6.5,6.5,7.8,90000
200000,54,1,1,1,1,2,0,0,0,0,0.0355548222258888,0.0014060742407199,7594.5,3867.1666666666665,2,361.0,0,High Risk,Retail & Trade,Central,0,6.5,6.5,7.8,200000
110000,41,2,2,1,0,0,0,0,0,0,0.4762502159071281,0.033976598140831,40632.833333333336,1544.6666666666667,0,423.0,0,Medium Risk,Manufacturing,East,1,6.5,6.5,7.8,110000
500000,35,1,1,1,-1,-1,-1,-2,-1,-1,0.01251397497205,1.6765739852988175,8701.166666666666,10023.0,-1,471.0,0,Low Risk,Agri & Allied,East,0,6.5,6.5,7.8,500000
70000,23,2,2,1,0,0,0,0,0,0,0.99928572448965,0.0457456541628545,56263.16666666666,2119.0,0,413.0,1,Medium Risk,Retail & Trade,West,1,6.5,6.5,7.8,70000
300000,31,2,2,1,0,-1,-1,-1,0,0,0.0118832937223542,0.0886146943353898,7755.5,4153.166666666667,0,471.0,0,Low Risk,Services,South,1,6.5,6.5,7.8,300000
50000,25,1,2,2,2,2,0,0,0,2,0.1435971280574388,0.0,7907.666666666667,583.3333333333334,2,241.0,1,High Risk,Retail & Trade,North,0,6.5,6.5,7.8,50000
340000,46,2,2,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,410.0,0,Medium Risk,Services,West,1,6.5,6.5,7.8,340000
160000,36,2,2,1,-1,-1,-1,-1,-1,-1,0.0128374197661264,0.948905109489051,2984.1666666666665,3335.833333333333,-1,460.0,0,Low Risk,Agri & Allied,West,1,6.5,6.5,7.8,160000
140000,41,2,2,2,0,0,0,0,0,0,0.9317004878536582,0.0383318000613308,99398.0,10000.0,0,455.0,0,Low Risk,Agri & Allied,North,0,6.5,6.5,7.8,140000
190000,48,2,2,1,0,0,0,0,0,0,1.1084783764295978,0.0355913452635877,185734.5,6781.833333333333,0,450.0,0,Low Risk,Services,East,0,6.5,6.5,7.8,190000
20000,24,1,3,2,4,3,2,0,0,0,1.0283985800709965,0.0,18477.5,722.6666666666666,4,207.0,1,High Risk,Retail & Trade,South,1,6.5,6.5,7.8,20000
20000,31,2,1,2,-1,-1,-1,-1,-1,-1,0.0207989600519974,0.9976019184652278,346.6666666666667,485.3333333333333,-1,413.0,0,Medium Risk,Manufacturing,East,0,6.5,6.5,7.8,20000
200000,65,1,3,1,0,0,0,0,0,0,0.9182604086979566,0.0388230041273263,147771.83333333334,5022.166666666667,0,450.0,0,Low Risk,Manufacturing,West,1,6.5,6.5,7.8,200000
180000,28,1,1,2,-1,-1,-1,-1,-1,-1,0.0036999794445586,0.992503748125937,9722.666666666666,10854.5,-1,462.0,0,Low Risk,Services,South,1,6.5,6.5,7.8,180000
500000,42,2,2,1,0,0,0,0,0,0,0.1242237515524968,0.3223962777518394,79652.83333333333,32487.5,0,509.0,0,Low Risk,Agri & Allied,Central,1,6.5,6.5,7.8,500000
60000,29,2,2,2,2,0,0,0,0,0,0.9750004166597224,0.0341868654063109,46479.16666666666,1306.6666666666667,2,260.0,1,High Risk,Services,West,1,6.5,6.5,7.8,60000
80000,52,1,2,1,0,0,0,0,0,0,0.9389007637404532,0.0465958409883643,49367.16666666666,1950.3333333333333,0,415.0,0,Medium Risk,Manufacturing,East,1,6.5,6.5,7.8,80000
310000,46,1,2,2,2,0,0,0,0,0,0.3292376476204915,0.0492823200901386,107987.0,4822.333333333333,2,302.0,1,High Risk,Manufacturing,East,1,6.5,6.5,7.8,310000
20000,45,1,3,2,0,0,0,0,0,0,0.2624868756562172,0.3808798324128737,9879.333333333334,2000.0,0,437.0,1,Medium Risk,Manufacturing,East,1,6.5,6.5,7.8,20000
140000,27,2,1,2,2,2,2,2,2,2,0.6778737294733609,0.0463626401416167,98202.5,3095.0,2,229.0,1,High Risk,Retail & Trade,North,0,6.5,6.5,7.8,140000
150000,28,2,2,1,0,-1,-1,-1,0,0,0.0368464210238598,0.1808972503617945,7117.166666666667,5501.0,0,469.0,0,Low Risk,Agri & Allied,West,0,6.5,6.5,7.8,150000
500000,40,2,2,1,-2,-2,-2,-2,-1,0,0.4818530362939274,0.0045366250498074,139489.16666666666,53868.833333333336,0,469.0,0,Low Risk,Retail & Trade,South,1,6.5,6.5,7.8,500000
100000,49,1,2,1,0,0,0,0,0,0,0.6989530104698953,0.0370259095526274,73595.16666666667,2742.5,0,440.0,0,Medium Risk,Retail & Trade,East,1,6.5,6.5,7.8,100000
10000,47,2,3,1,0,0,0,0,0,0,0.2854714528547145,0.3742997198879552,3656.1666666666665,462.6666666666667,0,418.0,1,Medium Risk,Construction,East,0,6.5,6.5,7.8,10000
100000,38,2,1,1,0,0,0,0,0,0,0.6891531084689153,0.0435306237938389,61522.333333333336,3072.6666666666665,0,442.0,0,Medium Risk,Retail & Trade,North,1,6.5,6.5,7.8,100000
620000,38,2,1,2,-1,-1,-1,-2,-1,0,0.0031709626274796,18.15099135739705,11387.833333333334,10191.833333333334,0,467.0,0,Low Risk,Retail & Trade,South,1,6.5,6.5,7.8,620000
120000,31,1,1,2,-1,-1,-1,-1,-1,-1,0.0194998375013541,2.096539940196497,1329.6666666666667,999.6666666666666,-1,422.0,0,Medium Risk,Services,West,1,6.5,6.5,7.8,120000
60000,28,1,2,2,0,0,0,0,0,0,1.0119998000033332,0.0658739830703863,47035.5,6563.666666666667,0,444.0,1,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,60000
390000,33,2,1,2,0,0,0,0,0,0,0.2156404727167366,0.0594523251804378,76542.66666666667,3587.333333333333,0,486.0,0,Low Risk,Agri & Allied,North,1,6.5,6.5,7.8,390000
80000,32,1,2,2,0,0,0,0,0,0,0.6421419732253347,0.036069530687326,46583.66666666666,1601.8333333333333,0,427.0,0,Medium Risk,Services,West,1,6.5,6.5,7.8,80000
50000,25,1,2,2,-1,2,2,-2,-2,-2,0.0233995320093598,0.0,325.0,0.0,2,345.0,1,High Risk,Construction,Central,0,6.5,6.5,7.8,50000
80000,23,2,2,2,-1,0,0,0,0,0,0.71641604479944,0.0374247579167757,50136.66666666666,1905.1666666666667,0,405.0,0,Medium Risk,Manufacturing,East,1,6.5,6.5,7.8,80000
90000,29,1,1,2,0,0,0,0,0,0,0.8085910156553816,0.0398488491927172,61234.333333333336,2383.333333333333,0,427.0,0,Medium Risk,Construction,East,1,6.5,6.5,7.8,90000
100000,24,2,3,2,1,-2,-2,-2,-1,-1,0.0,0.0,413.8333333333333,427.1666666666667,1,333.0,0,High Risk,Retail & Trade,South,1,6.5,6.5,7.8,100000
250000,33,2,1,2,-1,-1,-2,-1,0,0,0.0652677389290442,0.0,99605.83333333331,35403.5,0,487.0,0,Low Risk,Retail & Trade,Central,1,6.5,6.5,7.8,250000
10000,33,1,2,2,0,0,0,0,0,0,0.8176182381761824,0.305698214722426,8251.166666666666,1357.5,0,415.0,0,Medium Risk,Retail & Trade,East,1,6.5,6.5,7.8,10000
200000,29,1,1,2,-1,-1,-1,-1,-1,-1,0.0008499957500212,19.403508771929825,12163.833333333334,14429.333333333334,-1,491.0,0,Low Risk,Construction,East,1,6.5,6.5,7.8,200000
190000,28,2,1,2,2,2,2,2,2,2,0.8391429518792006,0.0511167280276469,166494.16666666666,5558.333333333333,2,229.0,1,High Risk,Retail & Trade,South,1,6.5,6.5,7.8,190000
100000,46,1,2,1,2,0,0,0,0,0,0.999990000099999,0.0449995500044999,100239.0,4283.333333333333,2,270.0,1,High Risk,Retail & Trade,West,1,6.5,6.5,7.8,100000
270000,29,1,1,2,0,0,0,0,0,0,0.8425116944011318,0.0307719359943731,196330.0,7916.666666666667,0,459.0,0,Low Risk,Agri & Allied,East,1,6.5,6.5,7.8,270000
10000,24,1,2,2,1,2,0,0,0,2,0.5377462253774623,0.0,6572.0,683.3333333333334,2,279.0,0,High Risk,Manufacturing,North,0,6.5,6.5,7.8,10000
100000,30,1,2,2,0,0,0,0,0,-1,0.3137268627313727,0.051061388410786,29715.83333333333,6388.0,0,468.0,0,Low Risk,Manufacturing,North,1,6.5,6.5,7.8,100000
300000,38,1,2,1,0,0,0,2,2,2,0.6046213179289402,0.0441043508942157,181700.8333333333,7558.333333333333,2,369.0,0,High Risk,Manufacturing,West,0,6.5,6.5,7.8,300000
150000,31,1,1,2,3,2,2,0,0,-1,0.8339011073259511,0.0397083629793663,63002.66666666666,4077.5,3,278.0,1,High Risk,Manufacturing,Central,1,6.5,6.5,7.8,150000
80000,28,1,1,1,2,2,2,0,0,0,0.7033912076099049,0.0710820464521173,60894.16666666666,2916.6666666666665,2,263.0,0,High Risk,Manufacturing,South,0,6.5,6.5,7.8,80000
260000,43,2,1,1,-1,-1,-1,-1,0,-1,0.012342260222076,0.0,2113.833333333333,1214.6666666666667,0,428.0,0,Medium Risk,Manufacturing,North,1,6.5,6.5,7.8,260000
80000,30,2,2,1,1,2,2,2,0,0,0.8742640716991038,0.0,61086.5,2133.333333333333,2,292.0,1,High Risk,Agri & Allied,North,0,6.5,6.5,7.8,80000
110000,28,2,2,2,2,2,2,2,2,2,0.7888473741147808,0.0484010371650821,89876.33333333333,3350.0,2,219.0,1,High Risk,Manufacturing,West,0,6.5,6.5,7.8,110000
150000,36,1,1,1,1,-2,-2,-2,-1,-1,0.0,0.0,-185.66666666666663,500.0,1,350.0,0,High Risk,Retail & Trade,Central,0,6.5,6.5,7.8,150000
150000,49,1,3,1,0,0,0,0,0,0,0.2191052059652935,0.1529801928986521,20774.33333333333,2785.333333333333,0,469.0,0,Low Risk,Services,Central,1,6.5,6.5,7.8,150000
50000,23,2,2,2,0,0,0,0,0,0,1.012259754804904,0.0493924725871777,37437.0,1617.8333333333333,0,413.0,0,Medium Risk,Retail & Trade,West,1,6.5,6.5,7.8,50000
200000,30,2,2,1,-2,-1,2,-1,-1,-2,0.0,1133.862499999982,3967.8333333333335,4094.8333333333335,2,407.0,0,Medium Risk,Agri & Allied,North,0,6.5,6.5,7.8,200000
300000,27,2,2,1,0,0,0,0,0,0,0.9544001519994934,0.0698514260168621,328152.8333333333,12007.0,0,481.0,1,Low Risk,Manufacturing,South,1,6.5,6.5,7.8,300000
70000,29,2,1,2,0,0,0,0,0,0,0.9552292110112712,0.0451636059101513,53739.66666666666,4843.333333333333,0,446.0,0,Medium Risk,Manufacturing,North,0,6.5,6.5,7.8,70000
100000,27,1,2,2,0,0,0,0,0,0,0.8260817391826082,0.0375983537102045,79627.0,2948.833333333333,0,447.0,0,Medium Risk,Manufacturing,Central,0,6.5,6.5,7.8,100000
80000,26,1,1,2,0,0,0,0,0,0,0.705203684953938,0.0460845829345244,40988.16666666666,3150.0,0,444.0,0,Medium Risk,Manufacturing,North,0,6.5,6.5,7.8,80000
20000,34,1,3,2,0,0,2,0,0,-2,0.3284335783210839,0.3727549467275494,3524.5,574.8333333333334,2,370.0,0,High Risk,Retail & Trade,South,0,6.5,6.5,7.8,20000
400000,39,1,1,1,0,0,-1,0,0,0,0.0256499358751603,1.1890653932365267,13096.5,8657.333333333334,0,479.0,0,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,400000
110000,24,2,2,2,0,0,0,0,0,0,0.2632339706002672,0.172669820768726,31181.5,3333.333333333333,0,457.0,0,Low Risk,Manufacturing,North,1,6.5,6.5,7.8,110000
20000,53,2,3,2,-1,-1,-2,-2,-1,-1,0.2199890005499725,0.0,623.3333333333334,361.6666666666667,-1,399.0,0,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,20000
50000,26,2,2,1,0,0,0,0,-1,2,0.4582908341833163,0.0615727002967359,11855.0,1060.0,2,369.0,0,High Risk,Retail & Trade,East,0,6.5,6.5,7.8,50000
450000,41,2,1,1,-1,0,0,2,-1,-1,0.0059177646271897,0.8055555555555556,2332.5,1646.8333333333333,2,393.0,0,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,450000
240000,38,2,2,1,0,0,0,0,0,0,0.821792409198295,0.033980287174495,188873.66666666663,6672.0,0,455.0,0,Low Risk,Retail & Trade,West,0,6.5,6.5,7.8,240000
150000,41,2,2,2,0,0,0,0,0,0,0.1062526249825001,0.0826275174101261,15392.833333333334,1068.3333333333333,0,452.0,0,Low Risk,Retail & Trade,West,1,6.5,6.5,7.8,150000
70000,44,2,2,1,0,0,0,0,0,0,0.0602991385837345,0.5921364282330649,8719.666666666666,1583.3333333333333,0,446.0,1,Medium Risk,Agri & Allied,North,1,6.5,6.5,7.8,70000
50000,24,1,2,2,1,2,2,2,2,2,0.6798064038719226,0.0,35253.833333333336,1650.0,2,251.0,1,High Risk,Manufacturing,Central,1,6.5,6.5,7.8,50000
20000,25,2,2,1,2,2,2,2,0,0,0.56007199640018,0.1338927073105418,9861.0,716.5,2,199.0,1,High Risk,Services,East,0,6.5,6.5,7.8,20000
170000,28,2,1,2,2,2,2,2,2,2,0.7756660254939677,0.0424676752739544,135903.5,5542.666666666667,2,229.0,1,High Risk,Agri & Allied,South,0,6.5,6.5,7.8,170000
450000,44,1,2,1,-1,-1,-1,-1,-1,-1,0.0443354570323177,0.4111367281475541,5959.333333333333,2976.0,-1,468.0,0,Low Risk,Manufacturing,Central,1,6.5,6.5,7.8,450000
50000,22,1,3,2,0,0,-1,0,0,0,0.9684406311873762,0.0443994713365273,16620.0,1021.0,0,413.0,1,Medium Risk,Services,North,1,6.5,6.5,7.8,50000
330000,45,2,2,1,0,0,0,0,0,0,0.1443753200747876,0.0419771224682548,44864.5,1689.1666666666667,0,452.0,0,Low Risk,Construction,West,1,6.5,6.5,7.8,330000
40000,45,2,2,1,1,2,0,0,0,0,0.2850428739281518,0.0,11981.666666666666,533.3333333333334,2,331.0,1,High Risk,Manufacturing,South,0,6.5,6.5,7.8,40000
230000,30,1,2,2,0,0,2,0,0,0,0.1680470954474111,0.2069750595053296,47751.16666666666,4639.5,2,422.0,1,Medium Risk,Retail & Trade,East,1,6.5,6.5,7.8,230000
220000,35,1,1,2,1,2,0,0,2,2,0.8641097085922337,0.0,194282.5,7633.333333333333,2,325.0,1,High Risk,Services,Central,1,6.5,6.5,7.8,220000
250000,35,1,3,2,-1,-1,-1,-1,-1,-1,0.1174515301938792,0.1532829314807247,13305.666666666666,8411.833333333334,-1,467.0,0,Low Risk,Services,Central,0,6.5,6.5,7.8,250000
170000,50,2,2,1,0,0,0,0,0,0,1.0467938423891625,0.0408076108273346,115828.83333333331,9804.833333333334,0,447.0,0,Medium Risk,Manufacturing,South,0,6.5,6.5,7.8,170000
160000,34,2,1,1,1,-2,-2,-1,0,-1,0.0,0.0,146.66666666666666,521.6666666666666,1,355.0,1,High Risk,Manufacturing,North,0,6.5,6.5,7.8,160000
20000,27,1,2,1,0,0,2,0,0,0,0.8530573471326434,0.1670280724374377,18185.33333333333,1322.3333333333333,2,357.0,0,High Risk,Retail & Trade,East,0,6.5,6.5,7.8,20000
80000,46,2,2,1,0,0,0,0,0,0,0.953363082961463,0.0445778867459453,50164.5,3066.6666666666665,0,437.0,0,Medium Risk,Retail & Trade,South,1,6.5,6.5,7.8,80000
500000,35,2,2,1,0,0,0,0,0,0,0.5731888536222928,0.0383815545227428,263729.0,68517.66666666667,0,494.0,0,Low Risk,Agri & Allied,West,0,6.5,6.5,7.8,500000
230000,43,2,2,1,0,0,0,0,0,0,0.3687853531071604,0.0506118695621419,89623.66666666667,4742.5,0,474.0,0,Low Risk,Retail & Trade,East,1,6.5,6.5,7.8,230000
20000,28,1,2,2,0,0,0,0,0,0,0.4361281935903204,0.2292526364053186,12033.666666666666,1433.3333333333333,0,413.0,0,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,20000
310000,26,2,2,2,0,0,0,0,0,0,0.0373095570659449,0.2602230483271375,13244.5,3822.0,0,469.0,0,Low Risk,Services,South,1,6.5,6.5,7.8,310000
200000,42,2,4,1,0,0,0,0,0,0,0.7467512662436688,0.0262801971182173,80625.5,2401.6666666666665,0,433.0,0,Medium Risk,Manufacturing,Central,1,6.5,6.5,7.8,200000
120000,43,2,2,1,-2,-2,-2,-2,-2,-2,0.0,999.0,166.5,166.5,-2,415.0,1,Medium Risk,Retail & Trade,Central,0,6.5,6.5,7.8,120000
260000,32,1,2,2,-1,-1,-1,-1,-1,-1,0.0046076745858669,0.999165971643036,1198.0,1198.0,-1,442.0,1,Medium Risk,Services,Central,0,6.5,6.5,7.8,260000
220000,31,2,1,1,0,0,0,0,0,0,0.3078258735187567,0.1107452416461172,76169.0,4250.0,0,478.0,0,Low Risk,Services,North,1,6.5,6.5,7.8,220000
130000,27,2,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,352.0,683.6666666666666,-2,407.0,0,Medium Risk,Retail & Trade,Central,0,6.5,6.5,7.8,130000
250000,29,2,2,2,2,2,2,0,0,0,1.0094119623521507,0.0466921598541736,218869.3333333333,5875.333333333333,2,275.0,1,High Risk,Retail & Trade,West,0,6.5,6.5,7.8,250000
180000,26,2,2,2,-1,-1,-1,0,-1,-1,0.0021666546296965,0.9974424552429668,1907.0,1733.8333333333333,0,440.0,0,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,180000
460000,29,2,1,2,0,0,0,0,0,0,0.1789452631624714,1.0951698333252344,151592.5,21202.5,0,517.0,0,Low Risk,Retail & Trade,East,1,6.5,6.5,7.8,460000
50000,41,2,3,2,2,2,2,2,2,2,0.4608507829843403,0.07377191459816,24952.666666666668,1100.0,2,195.0,1,High Risk,Retail & Trade,Central,0,6.5,6.5,7.8,50000
180000,39,2,2,1,2,2,2,2,2,0,0.9839556446908628,0.0440394322300891,166936.5,5045.833333333333,2,241.0,1,High Risk,Manufacturing,Central,1,6.5,6.5,7.8,180000
30000,33,1,2,2,0,0,0,0,0,-2,0.9649345021832606,0.0771329879101899,19778.0,638.8333333333334,0,404.0,0,Medium Risk,Retail & Trade,South,1,6.5,6.5,7.8,30000
20000,45,2,3,2,-1,-1,-1,-1,-1,0,0.0194990250487475,0.8951406649616368,440.0,390.0,0,409.0,0,Medium Risk,Retail & Trade,North,0,6.5,6.5,7.8,20000
220000,43,1,1,1,-2,-2,-2,-2,-2,-2,0.034977113740392,0.3540800415800416,22140.83333333333,21628.666666666668,-2,480.0,0,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,220000
60000,27,1,1,2,-2,-2,-2,-2,-1,-1,0.1976967050549157,0.1568743150973615,6586.166666666667,3046.833333333333,-1,454.0,0,Low Risk,Retail & Trade,Central,1,6.5,6.5,7.8,60000
90000,28,2,1,1,-1,0,0,0,0,0,0.1417650914989833,0.3918495297805642,11248.666666666666,4750.0,0,459.0,1,Low Risk,Manufacturing,South,1,6.5,6.5,7.8,90000
50000,36,2,3,1,0,-1,0,0,0,0,0.0756184876302474,0.452141723955579,13379.166666666666,5127.333333333333,0,468.0,0,Low Risk,Retail & Trade,North,1,6.5,6.5,7.8,50000
30000,23,1,2,2,0,0,0,0,0,0,0.9091363621212626,0.0733245343892066,27275.83333333333,2000.0,0,404.0,0,Medium Risk,Manufacturing,East,0,6.5,6.5,7.8,30000
80000,29,2,2,2,-1,-1,-1,2,0,-1,0.0180372745340683,0.9993074792243768,2583.833333333333,2121.833333333333,2,379.0,1,High Risk,Services,East,1,6.5,6.5,7.8,80000
270000,41,1,1,1,-1,-1,-1,-1,-1,-1,0.0011703660356813,0.996845425867508,1633.5,1676.0,-1,438.0,0,Medium Risk,Agri & Allied,Central,0,6.5,6.5,7.8,270000
490000,51,1,3,1,-1,-1,-1,-1,-1,-1,0.0007938759308654,0.9666666666666668,286.5,262.0,-1,431.0,1,Medium Risk,Agri & Allied,East,0,6.5,6.5,7.8,490000
100000,24,2,2,2,2,0,0,2,2,-1,0.1793782062179378,0.158425776241708,25642.0,15457.0,2,287.0,1,High Risk,Services,South,1,6.5,6.5,7.8,100000
180000,47,2,3,1,-1,-1,-1,-1,-1,-1,0.0017555458025233,0.996845425867508,316.0,316.0,-1,423.0,0,Medium Risk,Retail & Trade,East,0,6.5,6.5,7.8,180000
20000,56,2,3,1,2,0,0,0,0,0,0.6431678416079196,0.1165954139137193,14353.0,1416.6666666666667,2,239.0,0,High Risk,Manufacturing,West,1,6.5,6.5,7.8,20000
20000,42,2,2,1,0,0,0,3,2,2,0.6014199290035498,0.1017456359102244,13625.666666666666,1237.8333333333333,3,328.0,0,High Risk,Retail & Trade,South,0,6.5,6.5,7.8,20000
60000,27,1,2,2,2,0,0,2,0,0,0.9766170563823936,0.0449154422430416,57806.66666666666,2541.0,2,263.0,1,High Risk,Agri & Allied,North,0,6.5,6.5,7.8,60000
10000,24,1,3,2,0,0,0,0,0,0,0.2735726427357264,1.0960906101571064,6226.166666666667,2000.0,0,430.0,0,Medium Risk,Services,North,0,6.5,6.5,7.8,10000
100000,38,1,1,2,0,0,0,0,0,0,0.4080959190408096,0.0613070005635735,40130.5,856.8333333333334,0,410.0,0,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,100000
310000,34,2,1,1,0,0,0,0,0,0,0.8734681501027416,0.0409192804411009,187915.8333333333,13396.333333333334,0,483.0,0,Low Risk,Manufacturing,Central,1,6.5,6.5,7.8,310000
550000,31,1,1,2,0,0,0,0,0,0,0.0795798553093539,0.0461046378798263,34149.166666666664,1300.0,0,464.0,0,Low Risk,Retail & Trade,West,1,6.5,6.5,7.8,550000
90000,55,2,3,1,0,0,0,0,0,0,0.4414506505483272,0.0503372596395852,35908.833333333336,1752.0,0,415.0,0,Medium Risk,Retail & Trade,North,1,6.5,6.5,7.8,90000
50000,24,1,1,2,-1,0,0,0,0,0,0.9559008819823605,0.0439358118710379,36852.833333333336,1500.0,0,402.0,0,Medium Risk,Agri & Allied,North,1,6.5,6.5,7.8,50000
360000,54,1,1,1,1,-1,-1,-1,-1,0,0.0,10.677304964539006,2218.833333333333,2511.1666666666665,1,388.0,1,Medium Risk,Agri & Allied,North,1,6.5,6.5,7.8,360000
50000,41,2,3,1,0,0,0,0,0,0,0.9680406391872164,0.0526815965622675,29513.666666666668,1119.3333333333333,0,420.0,0,Medium Risk,Retail & Trade,North,1,6.5,6.5,7.8,50000
30000,53,2,3,1,2,0,0,0,0,0,1.1591280290656978,0.0498332183114791,31731.166666666668,2407.833333333333,2,239.0,0,High Risk,Construction,East,0,6.5,6.5,7.8,30000
50000,26,2,2,2,0,0,0,0,0,0,0.994420111597768,0.0442451179534621,29124.83333333333,885.8333333333334,0,412.0,0,Medium Risk,Agri & Allied,South,1,6.5,6.5,7.8,50000
150000,30,1,3,2,0,0,0,0,0,0,0.5347964346904354,0.0385809202079256,90468.33333333331,24651.5,0,486.0,0,Low Risk,Manufacturing,South,0,6.5,6.5,7.8,150000
180000,27,2,1,2,-1,-1,-1,-1,-1,-1,0.0014666585185637,0.9962264150943396,264.0,264.0,-1,430.0,0,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,180000
210000,33,1,1,1,0,0,0,0,0,0,0.736729825096071,0.0312186924344762,142583.83333333334,4612.0,0,459.0,0,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,210000
400000,40,2,1,1,-1,-1,-1,-2,-2,-2,0.009289976775058,1.1616895345708904,1627.6666666666667,1078.6666666666667,-1,443.0,0,Medium Risk,Manufacturing,North,1,6.5,6.5,7.8,400000
350000,33,1,2,2,0,0,0,2,0,0,0.0728769346373296,0.070566096910773,28311.5,1744.6666666666667,2,403.0,0,Medium Risk,Manufacturing,North,1,6.5,6.5,7.8,350000
150000,28,2,3,1,0,0,0,0,0,0,0.975493496710022,0.03502453425912,125332.5,8707.666666666666,0,457.0,0,Low Risk,Manufacturing,Central,1,6.5,6.5,7.8,150000
140000,26,2,2,2,0,0,-1,-1,0,0,0.0293783615831315,0.4861448711716091,15048.166666666666,7606.833333333333,0,473.0,0,Low Risk,Retail & Trade,Central,1,6.5,6.5,7.8,140000
200000,42,1,3,1,0,0,0,2,0,0,0.7569562152189239,0.0462372764923081,138837.33333333334,5870.5,2,399.0,0,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,200000
170000,39,2,2,1,0,0,0,0,0,0,0.1345286204198799,0.0874469852651829,20534.666666666668,1120.1666666666667,0,452.0,0,Low Risk,Services,North,1,6.5,6.5,7.8,170000
30000,50,1,3,1,-1,-1,-1,-1,-1,-1,0.0129995666811106,0.9974424552429668,390.0,676.5,-1,404.0,0,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,30000
90000,26,2,1,2,-1,-1,-1,-2,-1,-1,0.1490650103887734,0.5500484460013416,3462.0,1821.1666666666667,-1,436.0,1,Medium Risk,Retail & Trade,East,1,6.5,6.5,7.8,90000
200000,30,2,2,2,-2,-1,-1,-2,-2,-2,0.0019449902750486,15.102564102564102,1305.6666666666667,1436.3333333333333,-1,439.0,0,Medium Risk,Retail & Trade,South,1,6.5,6.5,7.8,200000
300000,72,1,3,1,-1,-1,-1,-1,-1,2,0.0166132779557401,0.151654964894684,3276.833333333333,6449.333333333333,2,398.0,0,Medium Risk,Construction,North,1,6.5,6.5,7.8,300000
20000,22,1,2,2,0,0,2,2,2,2,0.9344532773361331,0.1872558985608046,9499.333333333334,1250.0,2,304.0,0,High Risk,Manufacturing,East,1,6.5,6.5,7.8,20000
60000,24,1,2,2,0,0,0,0,0,2,1.012533124447926,0.0460875004114955,38509.333333333336,2147.6666666666665,2,360.0,0,High Risk,Retail & Trade,North,0,6.5,6.5,7.8,60000
110000,41,2,2,1,0,0,0,0,0,0,0.9466550304088144,0.043213551769835,67228.5,2721.5,0,442.0,1,Medium Risk,Construction,Central,1,6.5,6.5,7.8,110000
40000,26,2,2,2,-1,0,0,0,-1,0,0.7247568810779731,0.0448399558498896,21617.166666666668,5892.166666666667,0,433.0,0,Medium Risk,Services,West,0,6.5,6.5,7.8,40000
30000,23,1,2,2,0,0,0,0,0,0,1.0206326455784809,0.0653146533424773,25168.0,1116.6666666666667,0,404.0,0,Medium Risk,Services,Central,0,6.5,6.5,7.8,30000
210000,25,1,2,2,2,0,0,0,2,0,0.0355903067128251,0.2006688963210702,5796.833333333333,1083.3333333333333,2,255.0,1,High Risk,Retail & Trade,South,0,6.5,6.5,7.8,210000
160000,41,2,2,1,-1,-1,-1,-1,-1,-1,0.0505684339472878,0.6604053386060307,5565.5,4714.833333333333,-1,467.0,0,Low Risk,Manufacturing,Central,1,6.5,6.5,7.8,160000
200000,32,2,1,1,-1,-1,-1,-1,-1,-1,0.0042299788501057,1.0200708382526564,2697.0,2565.0,-1,464.0,0,Low Risk,Agri & Allied,North,1,6.5,6.5,7.8,200000
30000,35,2,3,1,0,0,0,0,0,0,0.9595013499550016,0.0521068537881682,26385.666666666668,1491.6666666666667,0,415.0,0,Medium Risk,Construction,Central,1,6.5,6.5,7.8,30000
10000,24,2,1,2,0,0,0,0,0,0,0.6631336866313369,0.3015226895823911,7958.5,1500.0,0,404.0,0,Medium Risk,Agri & Allied,North,1,6.5,6.5,7.8,10000
