LIMIT_BAL,AGE,SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,UTIL_RATIO,PAY_RATIO,AVG_BILL,AVG_PAY,MAX_DELAY,SCORE,DEFAULT,RISK_BAND
180000,51,1,1,2,0,0,0,0,0,2,0.746256965239082,0.04477845274254064,120760.33333333333,5042.666666666667,2,394.0,1,Medium Risk
180000,31,2,1,2,4,4,4,3,2,2,0.4612196598907784,0.04215800821478903,98299.0,17250.0,4,258.0,1,High Risk
20000,29,1,2,2,1,2,0,0,0,0,1.0415479226038697,0.0,19002.5,1594.0,2,314.0,0,High Risk
80000,30,1,1,2,-2,-1,0,0,0,0,0.07733653329333383,0.08144796380090498,2604.0,1000.6666666666666,0,435.0,0,Medium Risk
350000,55,1,1,1,-1,-1,-1,-1,-1,-1,0.017031379910343113,1.0610533378061053,5038.833333333333,4046.6666666666665,-1,455.0,0,Low Risk
290000,37,1,1,1,-2,-2,-2,-2,-2,-2,0.0,193.44444444444446,3101.5,3779.8333333333335,-2,457.0,0,Low Risk
30000,30,2,1,2,0,0,0,0,0,0,0.9283357221425953,0.07539853511417492,27656.833333333332,800.0,0,405.0,0,Medium Risk
100000,38,2,2,1,2,2,2,2,0,0,0.36413635863641364,0.054922422078813676,38172.666666666664,1411.5,2,247.0,0,High Risk
500000,34,1,1,2,0,0,0,0,0,0,0.06456387087225826,0.15488027754545736,20362.0,5500.0,0,486.0,0,Low Risk
120000,30,2,2,1,-1,-1,-1,-1,0,-1,0.0057166190281747655,0.9985443959243085,825.3333333333334,711.0,0,422.0,0,Medium Risk
190000,28,2,1,2,-2,-2,-2,-2,-2,-2,0.0,1133.862499999982,978.1666666666666,1008.1666666666666,-2,437.0,0,Medium Risk
10000,25,2,2,2,1,2,2,2,0,0,0.8598140185981402,0.16279069767441862,8108.833333333333,400.0,2,268.0,1,High Risk
30000,42,2,3,3,3,3,2,2,2,2,0.9222692576914103,0.0,27785.833333333332,800.0,3,170.0,0,High Risk
80000,30,1,2,2,2,2,2,0,0,2,0.9022762215472306,0.15093372492519117,78660.83333333333,3875.0,2,251.0,1,High Risk
50000,23,1,2,2,0,0,0,0,0,-1,0.9407411851762965,0.2130147324560471,32903.333333333336,7182.666666666667,0,435.0,0,Medium Risk
80000,41,2,3,1,-1,-1,-1,-1,-1,-1,0.04407444906938663,2.8718457612702015,5668.166666666667,7480.666666666667,-1,450.0,0,Low Risk
400000,37,2,1,1,0,0,0,0,0,0,0.1236171909570226,0.6066979453162918,91069.83333333333,31667.666666666668,0,513.0,0,Low Risk
310000,42,2,2,2,-2,-1,0,0,0,0,0.0,122.4105461393597,212408.16666666666,51666.666666666664,0,487.0,0,Low Risk
50000,30,2,2,1,0,0,0,0,0,-1,0.8465030699386012,0.035438372669927,14074.833333333334,9366.666666666666,0,449.0,0,Medium Risk
20000,26,2,2,1,1,2,0,0,0,-2,1.0111494425278735,0.0,13126.833333333334,416.6666666666667,2,301.0,0,High Risk
240000,31,2,2,1,-1,-1,-1,-1,-1,-1,0.0007666634722355324,0.0,3127.0,3579.6666666666665,-1,454.0,0,Low Risk
50000,29,1,1,2,1,2,2,2,2,2,0.11861762764744706,0.0,7275.5,700.0,2,274.0,0,High Risk
310000,29,2,1,2,0,0,0,0,0,0,0.14384469727517007,0.044850088578924946,38770.166666666664,1787.3333333333333,0,456.0,0,Low Risk
240000,31,1,2,1,-1,-1,-1,-1,-1,-1,0.004379148420214916,0.4515209125475285,701.6666666666666,638.3333333333334,-1,432.0,0,Medium Risk
230000,39,2,4,1,-1,-1,0,0,-2,-2,0.032517249925000324,4.181818181818182,26459.833333333332,20213.333333333332,0,485.0,0,Low Risk
360000,43,2,3,1,-2,-2,-1,-1,-2,-2,0.012199966111205246,0.0,1199.3333333333333,757.0,-1,417.0,1,Medium Risk
100000,45,2,3,1,-1,-1,-1,-1,-1,-1,0.014799852001479985,0.6185010128291695,1240.6666666666667,1184.5,-1,428.0,0,Medium Risk
290000,30,1,2,2,0,0,0,-2,-2,-1,0.03732056096358288,0.2771618625277162,19688.0,16900.833333333332,0,496.0,0,Low Risk
320000,38,2,1,1,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,348.0,1,High Risk
200000,25,2,1,2,0,0,0,0,0,0,0.9506102469487653,0.0446392880435926,135548.16666666666,4214.5,0,445.0,0,Medium Risk
30000,45,2,2,1,1,2,2,2,2,2,0.4479850671644279,0.07439922624804703,16106.666666666666,1316.6666666666667,2,255.0,0,High Risk
10000,36,1,3,2,0,0,0,0,2,0,0.646935306469353,0.1854427445526194,8184.666666666667,776.6666666666666,2,346.0,1,High Risk
180000,29,1,2,2,0,0,0,0,0,0,0.9864056310798274,0.03660837486975867,160868.0,5933.333333333333,0,459.0,0,Low Risk
380000,43,1,1,2,1,2,2,-2,-2,-2,0.02158152215388907,0.004754937820043892,2679.1666666666665,6.5,2,322.0,1,High Risk
100000,60,1,1,1,0,0,3,2,0,0,0.048139518604813955,0.7457943925233644,5567.5,1050.5,3,364.0,1,High Risk
200000,31,2,1,1,0,0,2,2,0,0,0.3831030844845776,0.08885176581138576,77016.5,3038.0,2,408.0,0,Medium Risk
30000,25,2,2,2,3,2,2,2,2,2,0.3031565614479517,0.16490765171503957,10731.666666666666,855.6666666666666,3,191.0,1,High Risk
380000,38,1,2,1,0,0,0,0,0,0,0.23187307401822627,0.051853869463075825,89450.33333333333,3939.8333333333335,0,482.0,0,Low Risk
20000,53,1,3,2,2,2,-2,-2,-1,-1,0.968401579921004,0.20134228187919462,7644.833333333333,5358.0,2,262.0,0,High Risk
80000,46,2,2,1,1,-2,-2,-2,-2,-1,0.0,0.0,108.33333333333333,108.33333333333333,1,334.0,1,High Risk
180000,28,2,4,1,2,0,0,0,0,0,0.6518186010077722,0.03508936409583308,62216.333333333336,1770.1666666666667,2,268.0,0,High Risk
50000,25,2,1,2,1,3,2,2,2,2,0.5559088818223635,0.0,28668.166666666668,1166.6666666666667,3,251.0,1,High Risk
30000,26,1,2,2,1,-1,-1,2,0,0,0.0,155.50537634408602,24121.166666666668,5937.333333333333,2,342.0,0,High Risk
150000,26,1,2,2,0,0,0,0,0,0,0.9640869060872927,0.0463299104518895,106898.16666666667,3660.6666666666665,0,454.0,0,Low Risk
230000,39,2,2,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,415.0,1,Medium Risk
130000,29,1,2,2,0,0,0,0,0,0,0.48099630002846133,0.036333978346740015,63622.166666666664,2707.5,0,449.0,0,Medium Risk
300000,38,2,2,1,-1,-1,-1,-1,0,0,0.01949326835577215,4.226021542143957,17027.666666666668,14564.5,0,487.0,0,Low Risk
160000,37,2,2,2,-1,-1,-1,0,0,0,0.0752307798076262,0.4255690314005649,5240.0,2608.3333333333335,0,467.0,0,Low Risk
420000,32,1,1,2,-2,-2,-2,-2,-2,-1,0.027923743038707052,0.7591440020462102,10494.5,10260.166666666666,-1,470.0,0,Low Risk
500000,54,1,1,1,0,0,0,0,0,0,0.986500026999946,0.03796233973709179,487886.3333333333,18319.166666666668,0,485.0,0,Low Risk
60000,39,2,2,3,1,-2,-2,-2,-2,-2,0.0,0.0,-1168.3333333333333,666.6666666666666,1,338.0,0,High Risk
250000,44,1,2,1,0,0,0,0,0,0,1.0197279210883157,0.03433829932453106,199210.0,5357.5,0,455.0,0,Low Risk
50000,26,1,2,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,340.0,0,High Risk
80000,35,2,2,1,0,0,2,2,2,3,0.7963150460619243,0.08884424003641672,69597.16666666667,3574.6666666666665,3,346.0,0,High Risk
300000,27,2,3,1,-1,-1,-1,-1,-1,-1,0.006299979000069999,0.8302485457429931,836.6666666666666,836.6666666666666,-1,430.0,0,Medium Risk
90000,29,2,2,1,0,0,0,0,0,0,0.15299830001888867,0.11052211168397356,8575.5,1838.6666666666667,0,446.0,0,Medium Risk
270000,30,2,3,2,1,-1,-1,-1,-1,-1,0.0,1133.862499999982,1943.1666666666667,1943.1666666666667,1,375.0,0,High Risk
140000,27,1,1,2,-1,-1,-1,-1,-1,-1,0.09640645423961257,1.1622462587049933,9391.833333333334,8142.333333333333,-1,469.0,0,Low Risk
50000,24,1,2,2,0,0,0,0,0,0,1.0120397592048158,0.04940320923247174,35237.166666666664,1844.3333333333333,0,413.0,0,Medium Risk
140000,35,1,1,2,0,0,0,0,0,0,1.0151284633681188,0.042217844075429216,121452.66666666667,4663.666666666667,0,456.0,0,Low Risk
80000,34,2,3,1,2,3,2,2,2,0,0.9811002362470469,0.0,77977.16666666667,2033.3333333333333,3,207.0,0,High Risk
500000,56,1,1,1,-1,-1,-1,-1,-1,-1,0.04596190807618385,4.235706204855974,46733.666666666664,46908.666666666664,-1,490.0,0,Low Risk
20000,23,2,2,2,2,2,2,2,4,3,0.9247037648117594,0.16219723183391002,19960.666666666668,1268.8333333333333,4,179.0,1,High Risk
140000,39,2,1,1,1,-1,-1,-1,-1,0,0.0,797.0,9561.666666666666,7441.166666666667,1,393.0,0,Medium Risk
150000,37,2,1,1,-1,-1,-1,0,0,-1,0.03191312057919614,0.22013366750208854,1762.5,931.8333333333334,0,424.0,0,Medium Risk
80000,24,2,2,2,0,0,0,0,0,0,0.9047761902976212,0.04835322723253758,41995.666666666664,1510.1666666666667,0,413.0,0,Medium Risk
210000,36,2,2,1,0,0,0,0,0,0,0.2605559021147518,0.036861727402317336,54542.166666666664,1912.1666666666667,0,455.0,0,Low Risk
60000,25,1,2,2,-1,-1,0,-1,-1,0,0.007999866668888852,3.4823284823284824,2898.0,2335.5,0,421.0,0,Medium Risk
20000,36,2,3,1,0,0,2,0,0,0,0.7410629468526574,0.24563178843688863,14863.166666666666,1140.1666666666667,2,355.0,1,High Risk
260000,32,2,4,2,0,0,0,0,0,0,0.6528205660747458,0.03869561375084691,154580.33333333334,5655.833333333333,0,459.0,1,Low Risk
200000,37,2,2,1,-1,-1,-1,-1,-1,-1,0.0015649921750391248,0.0,237.33333333333334,209.83333333333334,-1,418.0,0,Medium Risk
50000,44,1,2,1,0,0,-1,-1,-2,-2,0.06401871962560748,0.0,1483.6666666666667,950.1666666666666,0,424.0,1,Medium Risk
180000,45,1,2,1,0,0,0,0,0,0,0.6617129904833862,0.050373604231382756,118487.66666666667,4824.833333333333,0,452.0,0,Low Risk
370000,34,2,1,2,0,0,0,0,0,0,0.5571903859719298,0.0485055441837002,175361.0,6502.333333333333,0,456.0,0,Low Risk
100000,33,2,2,2,0,0,0,0,0,0,0.6108838911610884,0.4912424292028155,68970.0,15342.833333333334,0,477.0,0,Low Risk
320000,32,1,1,2,-1,2,-1,-1,-2,-2,0.002349992656272949,0.0,476.8333333333333,324.6666666666667,2,384.0,1,Medium Risk
450000,53,2,2,1,-2,-2,-2,-2,-2,-2,0.005648876335830365,1.005505308690523,1274.1666666666667,1190.0,-2,438.0,0,Medium Risk
230000,30,2,1,2,0,0,0,0,0,0,0.27852922378598355,0.0780481713313457,36371.333333333336,2769.3333333333335,0,478.0,0,Low Risk
220000,30,2,1,2,0,0,0,0,0,0,0.20611724492161398,0.042935585595519,32839.166666666664,3718.3333333333335,0,478.0,0,Low Risk
160000,30,1,3,2,0,0,0,0,0,0,1.002418734882907,0.8863388386984145,115602.16666666667,26348.5,0,487.0,0,Low Risk
120000,27,2,2,2,2,2,2,2,0,0,0.9446087949267089,0.05469542587446517,117031.33333333333,5234.166666666667,2,249.0,1,High Risk
220000,49,1,2,1,-1,-1,-1,0,0,0,0.0024545342975713746,2.1404805914972274,14414.833333333334,7697.666666666667,0,455.0,0,Low Risk
110000,33,2,2,2,0,0,0,0,0,0,0.9381278352014981,0.050389549982557465,100421.5,4684.0,0,446.0,1,Medium Risk
270000,31,1,2,2,0,0,2,2,2,2,0.07825526572123807,0.08031235210601041,15652.5,1199.5,2,356.0,0,High Risk
140000,27,2,1,2,0,0,0,0,0,0,0.10712066342383268,0.13335111348179757,20818.666666666668,4333.333333333333,0,476.0,0,Low Risk
610000,31,1,1,2,0,-1,2,-1,-1,-1,0.5711334899450985,0.9271541047035963,309226.3333333333,235888.83333333334,2,439.0,0,Medium Risk
50000,46,1,3,1,0,0,0,0,0,0,0.12131757364852704,0.19779133014669523,8052.666666666667,733.3333333333334,0,427.0,0,Medium Risk
50000,49,1,2,2,0,0,0,0,0,0,0.8327433451330973,0.04803189317706957,24247.333333333332,1752.3333333333333,0,415.0,0,Medium Risk
50000,46,2,3,1,0,0,0,0,-2,-2,0.9759204815903681,0.040985286282224684,24317.166666666668,503.0,0,403.0,0,Medium Risk
30000,25,1,2,2,-2,-2,-2,-2,-2,-2,0.02786573780873971,0.998805256869773,473.6666666666667,464.3333333333333,-2,399.0,0,Medium Risk
60000,25,2,2,2,0,0,0,0,0,0,0.13141447642539292,0.190210499619579,12475.0,1907.0,0,435.0,1,Medium Risk
60000,55,1,3,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,400.0,0,Medium Risk
50000,54,1,3,1,1,2,2,0,0,0,1.256914861702766,0.03341395112016293,57196.0,2092.5,2,306.0,0,High Risk
150000,40,2,2,1,0,0,0,0,0,0,1.424243838374411,0.03687060883078464,173363.0,12287.0,0,482.0,0,Low Risk
150000,34,1,2,1,1,2,2,2,2,2,0.3512776581489457,0.0569335585371871,55430.166666666664,2666.6666666666665,2,322.0,1,High Risk
200000,30,2,1,2,-2,-2,-2,-1,0,-1,0.0,0.0,1395.1666666666667,1197.1666666666667,0,432.0,0,Medium Risk
170000,48,2,2,1,-2,-2,-1,-1,-1,-1,0.11015817554014389,3.551527125160188,53642.333333333336,51072.666666666664,-1,490.0,0,Low Risk
300000,39,2,1,1,1,2,-1,-1,-1,-1,0.020256599144669516,0.0047713063507732805,4548.5,2580.3333333333335,2,366.0,0,High Risk
20000,40,2,3,1,-1,-1,-1,-1,-1,-1,0.1472926353682316,0.0,751.0,390.0,-1,406.0,0,Medium Risk
200000,35,2,1,1,0,0,0,0,-2,-2,0.10187449062754686,0.0534452296819788,7089.0,435.8333333333333,0,444.0,0,Medium Risk
320000,28,2,1,2,-1,-1,-2,-1,-1,-2,0.03651238589879407,0.09713307659392384,4676.0,2744.5,-1,456.0,0,Low Risk
390000,33,2,2,2,0,0,0,0,0,0,0.11748175004679476,2.1825007093127304,96628.83333333333,19719.166666666668,0,517.0,0,Low Risk
220000,41,2,2,2,0,0,0,0,0,0,0.14552661124267616,0.06259174813380391,19477.0,2336.1666666666665,0,452.0,1,Low Risk
240000,39,2,2,1,4,3,2,2,2,2,0.19891167120137,0.0,48170.666666666664,1833.3333333333333,4,221.0,1,High Risk
30000,56,2,3,1,0,0,0,0,0,0,0.9753341555281491,0.0512610211195407,29368.0,1331.5,0,406.0,0,Medium Risk
30000,38,1,3,2,0,0,0,0,0,0,0.46981767274424185,0.08903234960272417,15958.666666666666,891.0,0,401.0,0,Medium Risk
200000,46,2,2,1,1,2,2,0,0,2,0.15391423042884786,0.09933731808731809,32926.333333333336,1843.3333333333333,2,321.0,0,High Risk
150000,50,1,1,2,-1,-1,-1,-1,-1,2,0.00552662982246785,22.16867469879518,5265.833333333333,5020.833333333333,2,402.0,0,Medium Risk
400000,44,1,1,1,0,0,0,0,0,0,0.2392969017577456,0.04860008357709988,83320.0,10334.333333333334,0,482.0,0,Low Risk
180000,40,2,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,216.33333333333334,216.33333333333334,-2,415.0,0,Medium Risk
310000,26,2,2,2,0,0,0,0,0,0,0.1309802226444431,0.07388252678241596,44640.833333333336,2000.0,0,454.0,0,Low Risk
110000,26,1,1,2,0,0,0,0,0,0,0.5300042726884301,0.03737436108538301,47248.833333333336,4605.166666666667,0,447.0,0,Medium Risk
380000,40,2,1,2,0,-1,-1,-1,-1,0,0.01148944344883303,0.5875887336844515,6485.833333333333,13463.666666666666,0,506.0,1,Low Risk
20000,23,1,3,2,0,0,0,0,0,0,0.5051247437628119,0.1192596991290578,11459.666666666666,666.0,0,394.0,0,Medium Risk
100000,30,1,3,2,0,0,0,0,0,0,0.46674533254667455,0.03856371582826292,46736.5,2030.5,0,427.0,1,Medium Risk
100000,28,2,2,2,-1,-1,-1,-1,-1,-1,0.012149878501214987,0.8569078947368421,1089.5,997.0,-1,420.0,1,Medium Risk
450000,33,1,2,2,-2,-2,-2,-2,-2,-2,0.0,172.13333333333333,251.0,932.8333333333334,-2,437.0,0,Medium Risk
50000,38,1,2,1,0,0,0,0,0,0,0.27841443171136576,0.1077431403533975,11125.333333333334,1265.1666666666667,0,442.0,0,Medium Risk
290000,43,1,1,1,0,0,0,0,0,0,1.015427533008507,0.04082166288593977,266114.3333333333,9966.666666666666,0,452.0,0,Low Risk
150000,22,1,2,2,-1,0,0,0,0,0,0.5519363204245306,0.03849405739684994,60086.166666666664,1765.5,0,415.0,0,Medium Risk
50000,24,2,2,2,2,0,0,0,0,0,0.9737805243895122,0.04267729149124068,35895.5,1135.5,2,246.0,1,High Risk
230000,34,1,2,1,0,0,0,0,0,0,0.5734192460032782,0.0379488657042339,132240.0,4837.5,0,459.0,0,Low Risk
400000,57,1,3,1,-1,0,0,-1,0,0,0.043132392169019575,9.27332792395966,70812.5,38908.5,0,490.0,0,Low Risk
360000,40,2,1,1,2,2,2,0,0,0,0.2921297440840442,0.11410314924691921,114260.83333333333,5350.0,2,293.0,1,High Risk
20000,49,2,2,1,0,0,0,0,0,0,0.6780160991950402,0.11377377967851349,15553.666666666666,1118.1666666666667,0,406.0,1,Medium Risk
190000,33,2,1,2,1,2,0,0,0,0,0.6055547076068021,0.0,80399.5,2073.0,2,333.0,0,High Risk
210000,29,1,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,922.6666666666666,924.1666666666666,-2,419.0,0,Medium Risk
40000,24,2,1,2,-1,2,-1,-1,0,-1,0.019499512512187196,0.0,480.0,350.0,2,365.0,1,High Risk
70000,23,2,2,2,1,2,0,0,0,-1,1.0329281010271283,5.531967859266738e-05,55568.333333333336,13740.166666666666,2,361.0,0,High Risk
260000,38,1,1,1,0,0,0,0,0,0,0.36212168414736867,0.04407719350418999,87699.33333333333,3391.5,0,474.0,0,Low Risk
280000,45,1,3,1,-2,-2,-2,-2,-2,-2,0.05176052942668062,0.11011453015040706,6399.0,4004.3333333333335,-2,460.0,0,Low Risk
460000,35,2,2,2,0,0,0,0,0,0,0.9778022221690822,0.03915151703791316,423594.0,15423.333333333334,0,494.0,0,Low Risk
290000,50,1,2,1,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,343.0,0,High Risk
50000,29,2,1,1,0,0,0,0,0,0,0.5943681126377472,0.061069986541049795,32438.166666666668,1802.5,0,424.0,0,Medium Risk
50000,21,1,2,1,-1,0,0,0,0,0,0.9456810863782724,0.044579791058664296,48511.666666666664,1719.1666666666667,0,402.0,0,Medium Risk
180000,28,2,1,2,0,0,0,0,0,0,0.7278126232632041,0.03816560820713239,133779.33333333334,5583.333333333333,0,457.0,0,Low Risk
350000,32,2,2,1,-2,-2,-1,0,0,0,0.05610555398413147,12.33562480904369,140133.33333333334,78272.83333333333,0,499.0,0,Low Risk
500000,40,1,1,1,2,2,2,0,0,2,0.5342309315381369,0.03781114642647229,275133.0,9860.833333333334,2,268.0,1,High Risk
380000,37,1,2,2,-1,-1,-1,-1,-1,0,0.0060578787950558025,3.2566217976552325,4924.833333333333,4583.333333333333,0,468.0,0,Low Risk
200000,31,2,3,2,0,0,2,2,2,2,0.8367858160709196,0.06572697016593072,177243.5,7034.666666666667,2,356.0,0,High Risk
120000,48,1,2,1,-1,-1,-1,-1,-1,-1,0.112865726118949,0.22148394241417496,18470.666666666668,21149.666666666668,-1,475.0,0,Low Risk
110000,27,1,2,2,0,0,0,0,0,0,0.975800219998,0.036081609837898265,90030.83333333333,3318.1666666666665,0,447.0,0,Medium Risk
20000,41,1,2,1,2,2,3,2,2,2,0.8606069696515174,0.13942140118508192,18428.666666666668,786.6666666666666,3,176.0,1,High Risk
340000,33,1,1,2,-1,-1,-1,-1,0,-1,0.02478522121993759,1.2221167536782154,11490.666666666666,15426.0,0,491.0,0,Low Risk
110000,35,2,2,1,-1,-1,-1,0,0,-1,0.011318078926555213,0.9991974317817014,1731.6666666666667,1275.8333333333333,0,432.0,0,Medium Risk
200000,49,2,3,1,-1,2,2,2,0,0,0.2621936890315548,0.0,55507.833333333336,2714.3333333333335,2,385.0,1,Medium Risk
30000,22,2,2,2,3,2,0,0,2,2,1.0025665811139628,0.002892383390405266,28373.5,1535.8333333333333,3,204.0,0,High Risk
120000,29,2,2,2,0,0,0,0,0,0,0.9544753793718386,0.05238390417237797,116485.83333333333,4735.0,0,446.0,0,Medium Risk
80000,30,2,3,1,2,2,2,2,2,2,0.5210809864876689,0.047975436576472845,43760.5,1516.6666666666667,2,199.0,1,High Risk
110000,26,1,1,2,0,0,0,0,0,0,1.0083999236370578,0.05054721165461659,106700.33333333333,4192.666666666667,0,444.0,0,Medium Risk
180000,34,2,2,2,0,0,0,0,0,0,1.0076888461730769,0.04517437950007167,150556.5,5982.333333333333,0,456.0,1,Low Risk
60000,50,1,3,1,0,0,0,0,0,0,0.9950334161097315,0.03428580999598017,48596.166666666664,1751.0,0,418.0,0,Medium Risk
280000,35,2,3,2,0,0,-1,0,0,0,0.020414212806382833,0.0,68122.5,20241.0,0,492.0,0,Low Risk
110000,36,1,3,2,-1,-1,-1,-2,-2,-2,0.02280888355560404,0.50199203187251,628.1666666666666,210.0,-1,415.0,1,Medium Risk
450000,37,1,1,1,1,2,0,0,0,0,0.8604247546116565,0.0,395239.5,12819.0,2,386.0,1,Medium Risk
230000,29,2,2,1,0,0,0,0,0,0,0.13399072177947052,0.06489503228527856,32839.666666666664,2852.1666666666665,0,478.0,0,Low Risk
220000,31,2,1,2,0,0,0,0,0,0,0.5649110685860519,0.08046217473165865,100810.16666666667,10016.166666666666,0,456.0,0,Low Risk
50000,51,2,2,1,0,0,2,2,3,2,0.8932621347573049,0.09201835889398859,48467.666666666664,1951.6666666666667,3,315.0,0,High Risk
20000,47,2,2,1,0,-1,-1,-1,-1,0,0.0671466426678666,1.1510416666666667,6982.333333333333,4097.166666666667,0,454.0,0,Low Risk
150000,31,2,1,2,2,2,2,2,2,0,0.11928587142752381,0.19000782385157036,22319.666666666668,2400.0,2,245.0,1,High Risk
20000,32,1,3,2,0,0,2,2,2,0,0.18384080795960203,0.6525285481239804,9229.833333333334,2733.3333333333335,2,377.0,1,High Risk
170000,36,2,1,2,-1,-1,2,-1,-1,-1,0.001458814948147364,5.686746987951807,505.1666666666667,620.0,2,372.0,0,High Risk
160000,25,2,2,2,-1,-1,-1,-1,-1,-1,0.13481165742714107,0.34977516109591583,13135.333333333334,12412.5,-1,483.0,0,Low Risk
50000,35,1,2,2,3,2,2,2,2,-1,0.002999940001199976,0.0,259.1666666666667,7357.5,3,244.0,0,High Risk
230000,42,2,1,1,1,-2,-2,-2,-2,-2,0.026465102325642063,2.6363337713534825,9618.833333333334,8607.833333333334,1,390.0,0,Medium Risk
10000,32,1,2,2,2,0,0,0,0,0,0.9298070192980702,0.12172043010752688,9554.5,652.0,2,238.0,0,High Risk
210000,33,2,1,2,-2,-2,-2,-2,-2,-2,0.008204722834653169,0.0,287.1666666666667,0.0,-2,419.0,0,Medium Risk
200000,39,2,1,1,0,0,0,0,0,0,0.9658051709741451,0.03776085482209326,168915.83333333334,5706.166666666667,0,455.0,0,Low Risk
180000,31,2,2,2,-2,-2,-2,-2,-2,-2,0.0,1133.862499999982,11041.666666666666,11041.666666666666,-2,461.0,0,Low Risk
50000,24,2,2,2,0,0,0,0,0,0,1.0129597408051838,0.03761105626850938,42023.0,1415.8333333333333,0,416.0,0,Medium Risk
160000,30,2,1,2,1,2,2,2,2,0,0.9454315910525559,0.03966391443171527,151300.0,6103.166666666667,2,317.0,0,High Risk
20000,24,1,3,2,0,0,0,0,2,2,0.6734663266836658,0.11135030806918565,16388.0,1294.0,2,335.0,1,High Risk
80000,26,1,2,2,1,2,2,2,0,0,0.9673504081198985,0.0,77702.83333333333,2583.3333333333335,2,312.0,0,High Risk
80000,27,2,2,1,0,0,0,0,0,0,1.0082123973450332,0.04711191559528385,68607.5,2950.1666666666665,0,444.0,0,Medium Risk
280000,30,1,2,2,-1,-1,-1,-1,-1,-1,0.002324991696458227,2.5306748466257667,817.5,709.0,-1,432.0,0,Medium Risk
290000,49,2,3,1,0,0,-2,-1,0,-1,0.1823924745087086,0.4075999621892428,21108.666666666668,13052.833333333334,0,499.0,0,Low Risk
20000,24,2,1,2,2,2,0,0,0,2,0.7374631268436578,0.0,16289.666666666666,1055.6666666666667,2,220.0,1,High Risk
280000,38,2,3,2,-1,-1,-1,-1,0,0,0.0231820600640712,0.6224584103512015,11308.833333333334,10046.333333333334,0,460.0,0,Low Risk
140000,43,2,1,2,1,2,0,0,0,0,1.0539924714823465,2.033057515197105e-05,141705.5,5050.5,2,351.0,0,High Risk
500000,37,2,1,2,0,0,0,0,0,0,0.16169167661664677,0.03750293764765545,67036.66666666667,2673.3333333333335,0,485.0,0,Low Risk
20000,39,2,3,1,2,3,2,2,3,2,0.7653117344132794,0.0,15775.333333333334,833.3333333333334,3,170.0,1,High Risk
360000,30,2,3,2,-1,0,0,-1,0,0,0.03282213104963597,0.8462384700008463,15748.666666666666,8592.333333333334,0,464.0,0,Low Risk
260000,27,2,1,2,-1,-1,-1,-1,0,-1,0.001534609482271222,0.9975,465.5,399.0,0,430.0,0,Medium Risk
210000,33,2,2,1,-1,-1,-1,-2,-2,-2,0.009385669592049561,0.41683569979716023,453.1666666666667,137.0,-1,429.0,1,Medium Risk
50000,49,1,1,2,0,0,0,0,0,0,0.9791804163916722,0.046057065827903844,29829.333333333332,1217.3333333333333,0,415.0,0,Medium Risk
300000,37,1,3,1,-1,-1,-1,-1,-1,-1,0.01641994526684911,0.5794601177186929,3332.8333333333335,2707.3333333333335,-1,460.0,0,Low Risk
170000,34,1,2,2,0,0,0,0,0,0,0.6662901982929512,0.05297031014116588,114727.66666666667,4885.833333333333,0,456.0,0,Low Risk
70000,23,2,2,2,2,0,0,0,2,0,0.9867573320381138,0.04162142598624683,58073.5,1904.0,2,230.0,1,High Risk
50000,52,2,3,1,3,2,0,0,0,0,0.9906601867962641,0.0,38461.666666666664,1025.3333333333333,3,245.0,0,High Risk
130000,33,2,2,2,0,0,0,0,0,0,0.8383320128306705,0.03463779419186126,97542.0,3959.5,0,449.0,0,Medium Risk
20000,42,2,2,1,0,0,0,0,0,0,0.8279586020698965,0.07807499547128796,18259.166666666668,958.5,0,401.0,1,Medium Risk
280000,43,2,2,2,0,0,0,0,0,0,0.9769072253313381,0.043869911090313525,183672.33333333334,7216.666666666667,0,452.0,0,Low Risk
400000,49,2,2,1,-2,-2,-2,-2,-2,-2,0.0009724975687560782,1.0,2676.8333333333335,2689.3333333333335,-2,460.0,0,Low Risk
200000,38,1,1,2,0,0,0,2,2,2,0.9024254878725606,0.03878395673926654,191087.0,7230.666666666667,2,372.0,0,High Risk
30000,54,2,2,3,1,-2,-2,-2,-1,0,0.0,0.0,6863.666666666667,4191.166666666667,1,358.0,0,High Risk
370000,31,1,1,2,0,0,0,0,0,0,0.09622946965008203,0.14042577093748246,43895.833333333336,6000.0,0,478.0,0,Low Risk
150000,58,1,2,1,-2,-2,-2,-2,-2,-2,0.029819801201325324,0.7315601251676352,2439.6666666666665,1939.6666666666667,-2,430.0,0,Medium Risk
110000,32,1,3,2,0,-1,-1,-2,-2,-2,0.3090880991990982,0.006558630628510926,5703.833333333333,37.166666666666664,0,427.0,1,Medium Risk
